Date,Nature Code,Address,Call ID,First In Unit,Call Processing Time,Initial Response,Full Complement,Full Overwhelm?,Partial Overwhelm?,Has Response(s),Remarks,Level 1 Cause,Level 2 Cause,Custom Content,Region,Dispatch Rule,Response Plan,X Coordinate,Y Coordinate,Longitude,Latitude
01/01/2017 11:30:51,321,8401 NORTHEAST 92ND AVENUE,2017-000120,E37,0,4.178483,4.589783,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6955786.141,420412.0083,-125.29765,44.7183
01/01/2017 11:36:55,321,6701 KINCAID ST.,2017-000121,E3,0,2.3434,3.1638,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6936820.816,399861.8061,-125.36572,44.65892
01/01/2017 11:40:07,321,901 BELMONT ROAD,2017-000122,M74,0,4.626483,4.626483,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6942731.652,447946.987,-125.35414,44.79155
01/01/2017 11:44:34,324,SOUTHEAST 60TH AVENUE/SOUTHEAST HOLGATE BOULEVARD,2017-000123,E32,0,2.62335,2.62335,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6946832.55,408294.7292,-125.32925,44.68366
01/01/2017 11:46:23,671,ANDALUS DRIVE/INVICTA PLACE,2017-000124,E13,0,4.215367,4.215367,N,N,Y,,Fire,Good Intent,,Gramsham,Catchall Rule,Generic Response,6941129.24,388363.512,-125.34654,44.62815
01/01/2017 11:53:23,311,4805 NORTHEAST GLISAN STREET,2017-000125,M2,0,4.869617,4.869617,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6944994.931,421970.9381,-125.33945,44.7208
01/01/2017 11:54:21,321,2004 BLUEBIRD TERRACE NW,2017-000126,E29,0,3.41555,5.349283,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6960955.525,427550.85,-125.27942,44.73868
01/01/2017 11:57:28,600,9501 SOUTHEAST STARK STREET,2017-000127,E7,0,2.2297,2.2297,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6932510.196,420013.3558,-125.38694,44.71338
01/01/2017 11:59:55,321,SOLODDVEIEN,2017-000128,M30,0,5.04935,5.04935,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6966666.394,408041.7575,-125.25306,44.68619
01/01/2017 12:01:39,321,5429 SOUTHEAST FRANCIS STREET,2017-000129,M32,0,2.71525,2.71525,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6945617.678,410103.9829,-125.33432,44.68841
01/01/2017 12:11:00,321,NORTHWEST POPPY DRIVE/NORTHWEST FOXTAIL STREET,2017-000130,M15,0,5.312633,5.312633,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6925482.26,435950.0316,-125.41765,44.75585
01/01/2017 12:14:46,324,TRUNK ROAD,2017-000131,E37,0,4.62535,4.62535,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6957020.703,420234.2673,-125.29286,44.71801
01/01/2017 12:16:23,324,SOUTHEAST 9TH AVENUE/SOUTHEAST SHERMAN STREET,2017-000132,E73,0,3.460033,3.460033,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6932794.795,415155.9317,-125.38471,44.70013
01/01/2017 12:18:38,661,1502 NORTHEAST 65TH AVENUE,2017-000133,E20,0,2.921667,2.921667,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6949052.719,424293.6033,-125.32439,44.72783
01/01/2017 12:22:37,321,6402 TOEDTLI DRIVE,2017-000134,E4,0,3.6837,5.345733,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931640.157,405941.2961,-125.387,44.67471
01/01/2017 12:23:44,324,SERVICE ROAD,2017-000135,E10,0,4.129683,4.129683,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6950593.194,436148.7079,-125.3212,44.76054
01/01/2017 12:26:25,611,SERVICE ROAD,2017-000136,E13,0,1.760767,1.760767,N,N,Y,,Fire,Good Intent,,Gramsham,Catchall Rule,Generic Response,6939135.514,385798.8508,-125.35359,44.62079
01/01/2017 12:26:37,321,4111 NORTHEAST TILLAMOOK STREET,2017-000137,M23,0,3.310317,3.310317,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6942896.302,426182.9234,-125.34848,44.73199
01/01/2017 12:26:55,622,EAST 17TH AVENUE/MILL STREET,2017-000138,E3,0,4.726,4.726,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6934509.588,398114.6786,-125.37418,44.65375
01/01/2017 12:28:21,321,8140 SOUTHEAST CORA STREET,2017-000139,E55,0,2.05475,5.26375,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6952622.239,408256.0232,-125.30701,44.6845
01/01/2017 12:35:52,321,145 SOUTHEAST 82ND AVENUE,2017-000140,M18,0,3.6639,3.6639,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6953203.187,419405.5157,-125.30733,44.71512
01/01/2017 12:38:48,321,2932 SOUTHEAST DIVISION STREET,2017-000141,M39,0,1.50355,1.50355,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6938406.892,414120.3048,-125.36293,44.69822
01/01/2017 12:40:32,300,9601 SOUTHEAST LAFAYETTE STREET,2017-000142,M63,0,5.895033,5.895033,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6934337.788,411358.0349,-125.37791,44.68999
01/01/2017 12:50:15,531,4901 SOUTHEAST 28TH PLACE,2017-000143,E39,0,3.832817,3.832817,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6937907.08,411795.3535,-125.36431,44.69177
01/01/2017 12:51:16,611,218 SOUTHEAST 82ND AVENUE,2017-000144,E18,0,3.88265,3.88265,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6953394.707,419209.0971,-125.30655,44.71461
01/01/2017 12:51:34,311,1255 HILYARD,2017-000145,M3,0,3.711233,3.711233,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6935919.284,399808.5997,-125.36916,44.65862
01/01/2017 12:53:52,321,901 SEAVIEW AVENUE,2017-000146,E6,0,4.448833,5.217183,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6920916.617,425346.8543,-125.4327,44.72605
01/01/2017 13:02:54,300,8001 WASHINGTON STREET,2017-000147,M3,0,5.686117,5.686117,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6931150.389,401767.0392,-125.38791,44.6632
01/01/2017 13:04:03,111,6801 SOUTHEAST REEDWAY STREET,2017-000148,BC8,0,3.708267,5.061083,N,N,Y,,Fire,Structure Fire,,Atlantis,Structure Fire Rule,First Alarm Response,6943773.732,405433.3655,-125.34033,44.67532
01/01/2017 13:04:57,311,202 WEST BROADWAY,2017-000149,M63,0,6.0284,6.0284,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6933091.447,401418.8481,-125.38039,44.66257
01/01/2017 13:13:21,321,3801 SOUTHWEST HOPKINS AVENUE,2017-000150,E9,0,3.90335,6.244733,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6956788.761,401453.3768,-125.28947,44.66655
01/01/2017 13:14:36,321,8901 KEEAUMOKU STREET,2017-000151,M79,0,1.351383,1.351383,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6915367.443,423978.2971,-125.45369,44.72137
01/01/2017 13:15:12,324,NORTHWEST COLORADO AVENUE/NORTHWEST BROADWAY STREET,2017-000152,E38,0,4.70235,4.70235,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6935828.565,432567.477,-125.37711,44.7483
01/01/2017 13:17:21,321,214 SOUTHEAST WOODLAND BOULEVARD,2017-000153,M23,0,4.84465,4.84465,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6939610.255,430842.2039,-125.36218,44.74421
01/01/2017 13:17:33,311,4805 NORTHEAST GLISAN STREET,2017-000154,M2,0,4.869617,4.869617,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6944994.931,421970.9381,-125.33945,44.7208
01/01/2017 13:17:53,311,519 SOUTHEAST 20TH AVENUE,2017-000155,M39,0,5.4343,5.4343,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6935904.25,419606.1536,-125.37381,44.71283
01/01/2017 13:18:44,311,7801 KALÃ„ÂKAUA AVENUE,2017-000156,M71,0,6.026817,6.026817,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6919286.52,418752.6255,-125.43741,44.70773
01/01/2017 13:27:07,321,2101 SOUTHWEST SIMPSON AVENUE,2017-000157,M23,0,4.671817,4.948583,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6934392.238,431029.0728,-125.38227,44.74385
01/01/2017 13:27:33,321,UNKNOWN ADDRESS,2017-000158,M71,0,3.786483,4.7547,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6922019.949,415757.6624,-125.42622,44.69998
01/01/2017 13:30:51,511,4601 HIGH STREET,2017-000159,E31,0,4.785983,4.785983,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6934347.234,402776.426,-125.37588,44.66649
01/01/2017 13:37:07,300,5631 SOUTHEAST WOODWARD STREET,2017-000160,M32,0,4.310067,4.310067,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6946082.682,413174.6353,-125.33324,44.69689
01/01/2017 13:38:12,321,6201 BEAR CREEK ROAD,2017-000161,E60,0,4.593533,4.857233,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6943627.59,432270.2028,-125.34707,44.74878
01/01/2017 13:39:19,554,5503 WALNUT STREET,2017-000162,E6,0,4.389717,4.389717,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6925229.764,420810.636,-125.41508,44.71435
01/01/2017 13:42:08,324,NORTHEAST ROYAL COURT/NORTHEAST IMPERIAL AVENUE,2017-000163,E72,0,3.5605,3.5605,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6941650.581,422700.2835,-125.35246,44.72225
01/01/2017 13:42:59,651,3423 SOUTHEAST SHERMAN STREET,2017-000164,E39,0,2.822033,2.822033,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6939989.358,414612.1915,-125.35697,44.69983
01/01/2017 13:49:08,311,UNKNOWN ADDRESS,2017-000165,M2,0,3.585583,3.585583,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6942245.501,416261.0011,-125.34869,44.70472
01/01/2017 13:54:21,740,2875 SOUTHWEST WESTERN BOULEVARD,2017-000166,E42,0,3.820533,3.820533,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6952815.798,403871.5499,-125.30527,44.67252
01/01/2017 13:56:16,510,2801 17TH STREET NORTHEAST,2017-000167,E21,0,5.082283,5.082283,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6946952.46,455998.8426,-125.33977,44.81429
01/01/2017 13:56:36,324,SOUTHEAST FRANKLIN STREET,2017-000168,E44,0,4.11485,4.11485,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6943199.929,411716.983,-125.34398,44.69243
01/01/2017 13:59:54,321,901 BASELINE ROAD,2017-000169,E47,0,4.3627,5.923283,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931925.139,431821.8531,-125.39193,44.74562
01/01/2017 14:02:36,321,1144 NORTHEAST 82ND AVENUE,2017-000170,M18,0,4.801233,4.801233,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6953613.716,423184.9572,-125.30662,44.72554
01/01/2017 14:10:23,321,2838 SOUTHEAST 82ND AVENUE,2017-000171,E55,0,4.285867,5.700217,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6953146.345,412277.2524,-125.30592,44.69559
01/01/2017 14:10:46,611,2515 SOUTHEAST CLINTON STREET,2017-000172,E39,0,3.097267,3.097267,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6937067.206,413790.3973,-125.368,44.6971
01/01/2017 14:14:01,321,UNKNOWN ADDRESS,2017-000173,E49,0,3.428933,3.651483,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6942901.074,415495.9155,-125.34599,44.70273
01/01/2017 14:14:08,321,6001 PARK DRIVE NORTHEAST,2017-000174,E29,0,2.430817,5.656783,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6960378.94,430727.4894,-125.28235,44.74729
01/01/2017 14:14:39,311,10001 NORTHWEST UTICA AVENUE,2017-000175,M1,0,5.419483,5.419483,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6935764.144,438121.4937,-125.37865,44.7635
01/01/2017 14:22:00,600,501 NORTHWEST BOND STREET,2017-000176,E38,0,4.41625,4.41625,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6936407.939,433877.392,-125.37519,44.75199
01/01/2017 14:28:25,600,2305 SOUTHEAST 82ND AVENUE,2017-000177,E69,0,3.336633,3.336633,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6952930.982,413846.8626,-125.30711,44.69986
01/01/2017 14:33:23,321,UNKNOWN ADDRESS,2017-000178,M63,0,3.105633,3.105633,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6926129.335,406058.8683,-125.40818,44.67411
01/01/2017 14:42:00,324,TERJE LÃ¸VÃ¥S VEI,2017-000179,E58,0,4.489633,4.489633,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6961279.114,405965.0826,-125.27327,44.67963
01/01/2017 14:50:37,321,1101 PUNAHOU STREET,2017-000180,M79,0,4.977233,4.977233,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6918834.15,426432.1194,-125.44096,44.72868
01/01/2017 14:50:38,600,4 YAWKEY WAY,2017-000181,E49,0,3.423333,3.423333,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6945112.575,417337.3507,-125.33793,44.70813
01/01/2017 14:54:11,131,SERVICE ROAD,2017-000182,E6,0,3.671867,3.671867,N,N,Y,,Fire,Vehicle Fire,,Atlantis,Catchall Rule,Generic Response,6923491.548,420504.8726,-125.42168,44.71323
01/01/2017 14:55:05,622,6602 EDISON LANE,2017-000183,E47,0,4.215017,4.215017,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6932320.113,424369.6169,-125.38868,44.72528
01/01/2017 14:58:31,324,SERVICE ROAD,2017-000184,E57,0,5.4276,5.4276,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,7001541.117,411759.8516,-125.12,44.70192
01/01/2017 15:10:41,412,9255 SOUTHEAST MORRISON STREET,2017-000185,E37,0,2.545333,2.545333,N,N,Y,,Hazardous Condition,Hazardous Condition N.O.S.,,Atlantis,Catchall Rule,Generic Response,6956042.259,417642.6801,-125.29603,44.71076
01/01/2017 15:19:43,151,2115 SOUTHEAST MORRISON STREET,2017-000186,E52,0,2.1401,2.1401,N,N,Y,,Fire,Outdoor Fire,,Atlantis,Catchall Rule,Generic Response,6937266.777,418979.884,-125.36843,44.71134
01/01/2017 15:20:22,321,2480 ARAPAHOE AVENUE,2017-000187,E8,0,4.740967,4.833717,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6927116.57,419001.6365,-125.40741,44.70971
01/01/2017 15:21:08,611,3188 NORTH HIGHWAY 97,2017-000188,E1,0,5.457033,5.457033,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6940428.607,442992.9626,-125.36185,44.77761
01/01/2017 15:23:25,321,NORTHEAST OREGON STREET,2017-000189,E17,0,3.895317,5.9899,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932251.618,423375.7059,-125.38871,44.72254
01/01/2017 15:25:36,321,7001 SOUTHEAST BELMONT STREET,2017-000190,E52,0,1.422383,4.99545,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6936963.554,418650.5974,-125.36952,44.71039
01/01/2017 15:26:16,321,9703 SOUTHEAST TAYLOR STREET,2017-000191,E7,0,2.730033,5.8551,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931797.875,418309.6039,-125.38927,44.7086
01/01/2017 15:27:20,324,GARTNERIMYRA,2017-000192,E30,0,3.325467,3.325467,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6964137.624,412819.1098,-125.26385,44.69886
01/01/2017 15:27:41,324,8101 NORTHEAST RAVENWOOD DRIVE,2017-000193,E10,0,5.55275,5.55275,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6943077.007,440253.3194,-125.35103,44.77054
01/01/2017 15:35:44,251,SERVICE ROAD,2017-000195,E1,0,2.0503,2.0503,N,N,Y,,Fire,Explosion,,Atlantis,Catchall Rule,Generic Response,6940571.807,438504.3028,-125.36026,44.76534
01/01/2017 15:35:44,324,3580 NORTHEAST BROADWAY,2017-000194,E23,0,3.276683,3.276683,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6941324.369,425043.1359,-125.35425,44.72861
01/01/2017 15:37:01,300,4800 BASELINE ROAD,2017-000196,M71,0,5.488733,5.488733,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6928956.817,431182.6315,-125.40319,44.74337
01/01/2017 15:37:05,300,6402 TOEDTLI DRIVE,2017-000197,M63,0,5.345733,5.345733,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6931640.157,405941.2961,-125.387,44.67471
01/01/2017 15:37:15,300,4805 NORTHEAST GLISAN STREET,2017-000198,M18,0,5.476133,5.476133,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6944743.894,422246.149,-125.34047,44.72151
01/01/2017 15:38:37,321,6201 28TH STREET,2017-000199,M2,0,4.587417,4.769133,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6927486.666,418718.9102,-125.40592,44.709
01/01/2017 15:44:00,611,5901 GREFSTADHEIA,2017-000200,E35,0,2.526667,2.526667,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6984412.182,422256.1378,-125.18811,44.72795
01/01/2017 15:44:01,300,7401 PARK DRIVE NORTHEAST,2017-000201,M12,0,5.803433,5.803433,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6957987.799,434201.5555,-125.29233,44.75641
01/01/2017 15:45:16,321,3188 NORTH HIGHWAY 97,2017-000202,M1,0,5.50625,5.706883,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6940322.061,443168.7397,-125.3623,44.77807
01/01/2017 15:46:47,321,1406 SOUTHEAST 12TH AVENUE,2017-000203,E7,0,3.624533,5.420283,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6933797.001,417422.3786,-125.38139,44.7065
01/01/2017 15:48:48,611,680 SOUTHWEST POWERHOUSE DRIVE,2017-000204,E47,0,5.227683,5.227683,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6936868.808,429705.1712,-125.37245,44.74064
01/01/2017 15:50:41,321,1039 SOUTH KING STREET,2017-000205,M79,0,3.829483,3.829483,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6913613.096,425163.1296,-125.46071,44.72432
01/01/2017 16:01:05,600,NORTHEAST 7TH STREET,2017-000206,E1,0,2.547133,2.547133,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6942027.565,435613.0599,-125.35399,44.75767
01/01/2017 16:02:29,321,6401 BENTHAVEN PLACE,2017-000207,M63,0,3.5725,3.5725,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6926266.823,405500.8113,-125.40752,44.67261
01/01/2017 16:06:10,321,639 SOUTHEAST MORRISON STREET,2017-000208,E7,0,1.3464,2.896967,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932486.621,419209.9668,-125.38684,44.71118
01/01/2017 16:12:51,622,1601 SOUTHEAST BELMONT STREET,2017-000209,E48,0,2.256883,2.256883,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6946989.788,418017.0795,-125.33088,44.7103
01/01/2017 16:13:14,311,UNKNOWN ADDRESS,2017-000210,M18,0,5.2776,5.2776,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6945445.315,418552.6254,-125.33693,44.71152
01/01/2017 16:13:31,300,8301 SOUTHEAST IVON STREET,2017-000211,M39,0,4.4823,4.4823,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6934223.31,414107.5189,-125.37899,44.69749
01/01/2017 16:14:40,311,UNKNOWN ADDRESS,2017-000212,M2,0,4.39665,4.39665,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6945895.08,417115.8206,-125.33487,44.70766
01/01/2017 16:20:40,746,5601 NORTHEAST HANCOCK STREET,2017-000213,E23,0,3.964067,3.964067,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6943497.159,425684.0226,-125.34605,44.73072
01/01/2017 16:21:30,311,3501 CRIPPLE CREEK TRAIL,2017-000214,M63,0,5.22515,5.22515,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6928463.916,403347.6896,-125.39859,44.66708
01/01/2017 16:21:36,321,1515 GREENBRIAR BOULEVARD,2017-000215,E4,0,3.571517,6.033467,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6930311.977,404960.5057,-125.39187,44.6718
01/01/2017 16:24:57,321,201 NORTHWEST BALTIMORE AVENUE,2017-000216,E38,0,5.098383,5.627683,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6933920.249,433027.5877,-125.38455,44.74925
01/01/2017 16:28:17,321,1119 SOUTHEAST MARKET STREET,2017-000217,E7,0,3.85525,5.343367,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6933524.42,416746.3232,-125.38228,44.7046
01/01/2017 16:32:08,300,701 SOUTHEAST DIVISION STREET,2017-000218,M18,0,5.78385,5.78385,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6954522.583,413199.1245,-125.30085,44.69834
01/01/2017 16:32:28,746,1701 SOUTHEAST 32ND AVENUE,2017-000219,E52,0,2.983417,2.983417,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6939291.494,418296.627,-125.3605,44.7098
01/01/2017 16:37:48,321,2580 ARAPAHOE AVENUE,2017-000220,M71,0,4.7088,4.7088,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6927490.187,419020.1488,-125.40598,44.70983
01/01/2017 16:39:17,324,SERVICE ROAD,2017-000221,E61,0,2.539533,2.539533,N,N,Y,,MVA,MVA N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6901211.311,431869.5509,-125.50993,44.74059
01/01/2017 16:39:45,321,4401 KAPIOLANI BOULEVARD,2017-000222,E6,0,4.4553,4.807767,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6918762.428,421644.0546,-125.44011,44.71555
01/01/2017 16:40:45,500,2802 SOUTHEAST 28TH PLACE,2017-000223,E39,0,2.746933,2.746933,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6937884.156,413419.7665,-125.36477,44.69622
01/01/2017 16:50:07,611,9601 NORTHEAST 28TH AVENUE,2017-000224,E52,0,3.331933,3.331933,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6938309.903,421265.7115,-125.36496,44.71777
01/01/2017 16:55:34,311,3701 WILDWOOD BOULEVARD SOUTHWEST,2017-000225,M13,0,5.540517,5.540517,N,N,Y,,EMS,BLS,,Gramsham,EMS rule,BLS Response,6936250.329,391400.7076,-125.36595,44.63566
01/01/2017 17:04:42,311,1515 GREENBRIAR BOULEVARD,2017-000226,M63,0,5.275317,5.275317,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6930311.977,404960.5057,-125.39187,44.6718
01/01/2017 17:05:57,671,50 SOUTHWEST DIVISION STREET,2017-000227,E1,0,4.8854,4.8854,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6938556.729,431974.6784,-125.36649,44.74713
01/01/2017 17:07:52,321,8780 ASTRONAUT BOULEVARD,2017-000228,M78,0,1.806467,1.806467,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6994676.606,391361.9965,-125.14185,44.64498
01/01/2017 17:08:21,324,SOUTHEAST BROOKLYN STREET,2017-000229,E69,0,3.755783,3.755783,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6949561.265,411974.2035,-125.31962,44.69418
01/01/2017 17:09:41,611,9601 SOUTHEAST WASHINGTON STREET,2017-000230,E7,0,2.340367,2.340367,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6932132.203,419748.8239,-125.38833,44.71259
01/01/2017 17:13:32,311,627 SOUTHEAST MORRISON STREET,2017-000231,M71,0,5.499533,5.499533,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6932444.649,419212.7133,-125.387,44.71118
01/01/2017 17:15:05,324,PEARL STREET,2017-000232,E31,0,4.20525,4.20525,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6933950.566,401716.4072,-125.37716,44.66352
01/01/2017 17:25:20,321,8001 11TH AVENUE NORTHWEST,2017-000233,M19,0,5.4083,5.4083,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6956823.364,423727.4081,-125.29442,44.72754
01/01/2017 17:26:51,321,UNKNOWN ADDRESS,2017-000234,M2,0,3.264067,3.264067,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6941628.506,417372.8081,-125.35131,44.70766
01/01/2017 17:28:53,321,1601 SOUTHWEST GEROLD STREET,2017-000235,E76,0,4.570033,4.934633,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6946084.955,403608.4708,-125.33104,44.6707
01/01/2017 17:28:57,324,VALMONT ROAD,2017-000236,E71,0,2.046283,2.046283,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6928159.329,424309.8715,-125.40465,44.72442
01/01/2017 17:32:56,321,3155 EAST BURNSIDE STREET,2017-000237,E52,0,3.875533,5.321833,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6939564.901,420911.4334,-125.36005,44.71701
01/01/2017 17:45:27,671,9301 SOUTHEAST HOLGATE BOULEVARD,2017-000238,E41,0,3.6173,3.6173,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6934851.228,409306.5838,-125.37546,44.68445
01/01/2017 17:45:55,311,6201 EAGLE WAY,2017-000239,M71,0,3.312767,3.312767,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6929331.108,424698.6172,-125.40024,44.72568
